"PC Name","No","Type","State","Winning Candidate","Party","Electors","Votes","Turnout","Margin","Margin %"
Raiganj,5,GEN,West Bengal,Deepa Dasmunsi,Indian National Congress,1108382,900271,81.2 %,105203,11.7%
Raigarh,2,ST,Chhattisgarh,Vishnu Deo Sai,Bharatiya Janta Party,1432746,935750,65.3 %,55848,6.0%
Raipur,8,GEN,Chhattisgarh,Ramesh Bais,Bharatiya Janta Party,1578868,741969,47.0 %,57901,7.8%
Rajahmundry,25,GEN,Andhra Pradesh,Aruna Kumar Vundavalli,Indian National Congress,1260974,1021131,81.0 %,2147,0.2%
Rajampet,41,GEN,Andhra Pradesh,Annayyagari Sai Prathap,Indian National Congress,1311449,997835,76.1 %,110377,11.1%
Rajgarh,20,GEN,Madhya Pradesh [2000 Onwards],Narayansingh Amlabe,Indian National Congress,1261062,651383,51.7 %,24388,3.7%
Rajkot,10,GEN,Gujarat,Kuvarjibhai Mohanbhai Bavalia,Indian National Congress,1455072,649750,44.7 %,24735,3.8%
Rajmahal,1,ST,Jharkhand,Devidhan Besra,Bharatiya Janta Party,1167993,644495,55.2 %,8983,1.4%
Rajnandgaon,6,GEN,Chhattisgarh,Madhusudan Yadav,Bharatiya Janta Party,1411051,830578,58.9 %,119074,14.3%
Rajsamand,22,GEN,Rajasthan,Gopal Singh,Indian National Congress,1489231,591390,39.7 %,45890,7.8%
Ramanathapuram,35,GEN,Tamil Nadu,Sivakumar @ J.K. Ritheesh. K,Dravida Munetra Kazhagam,1133391,779721,68.8 %,69915,9.0%
Rampur,7,GEN,Uttar Pradesh [2000 Onwards],Jaya Prada Nahata,Samajwadi Party,1154544,606179,52.5 %,30931,5.1%
Ramtek,9,SC,Maharashtra,Wasnik Mukul Balkrishna,Indian National Congress,1502900,765020,50.9 %,16701,2.2%
Ranaghat,13,SC,West Bengal,Sucharu Ranjan Haldar,All India Trinamool Congress,1329436,1148874,86.4 %,101823,8.9%
Ranchi,8,GEN,Jharkhand,Subodh Kant Sahay,Indian National Congress,1625148,723932,44.6 %,13350,1.8%
Ratlam,24,ST,Madhya Pradesh [2000 Onwards],Kantilal Bhuria,Indian National Congress,1251597,637626,50.9 %,57668,9.0%
Ratnagiri - Sindhudurg,46,GEN,Maharashtra,Dr.Nilesh Narayan Rane,Indian National Congress,1252255,719855,57.5 %,46750,6.5%
Raver,4,GEN,Maharashtra,Haribhau Madhav Jawale,Bharatiya Janta Party,1418691,720215,50.8 %,28218,3.9%
Rewa,10,GEN,Madhya Pradesh [2000 Onwards],Deoraj Singh Patel,Bahujan Samaj Party,1248727,603761,48.4 %,4021,0.7%
Robertsganj,80,SC,Uttar Pradesh [2000 Onwards],Pakauri Lal,Samajwadi Party,1214735,595313,49.0 %,50259,8.4%
Rohtak,7,GEN,Haryana,Deepender Singh,Indian National Congress,1274972,835610,65.5 %,445736,53.3%
Sabarkantha,5,GEN,Gujarat,Chauhan Mahendrasinh,Bharatiya Janta Party,1452240,717642,49.4 %,17160,2.4%
Sagar,5,GEN,Madhya Pradesh [2000 Onwards],Bhupendra Singh,Bharatiya Janta Party,1185166,570342,48.1 %,131168,23.0%
Saharanpur,1,GEN,Uttar Pradesh [2000 Onwards],Jagdish Singh Rana,Bahujan Samaj Party,1298132,821119,63.3 %,84873,10.3%
Salem,15,GEN,Tamil Nadu,Semmalai S,All India Anna Dravida Munnetra Kazhagam,1171839,895888,76.5 %,46491,5.2%
Salempur,71,GEN,Uttar Pradesh [2000 Onwards],Ramashankar Rajbhar,Bahujan Samaj Party,1621136,635226,39.2 %,18305,2.9%
Samastipur,23,SC,Bihar [2000 Onwards],Maheshwar Hazari,Janata Dal (United),1312948,584752,44.5 %,104376,17.8%
Sambalpur,3,GEN,Orissa,Amarnath Pradhan,Indian National Congress,1233251,800562,64.9 %,14874,1.9%
Sambhal,8,GEN,Uttar Pradesh [2000 Onwards],Dr. Shafiqur Rahman Barq,Bahujan Samaj Party,1290810,682137,52.9 %,13464,2.0%
Sangli,44,GEN,Maharashtra,Pratik Prakashbapu Patil,Indian National Congress,1490571,778760,52.3 %,39783,5.1%
Sangrur,12,GEN,Punjab,Vijay Inder Singla,Indian National Congress,1251401,931247,74.4 %,40872,4.4%
Sant Kabir Nagar,62,GEN,Uttar Pradesh [2000 Onwards],Bhisma Shankar Alias Kushal Tiwari,Bahujan Samaj Party,1694453,800935,47.3 %,29496,3.7%
Saran,20,GEN,Bihar [2000 Onwards],Lalu Prasad,Rashtriya Janata Dal,1268338,580830,45.8 %,51815,8.9%
Sarguja,1,ST,Chhattisgarh,Murarilal Singh,Bharatiya Janta Party,1306822,805197,61.6 %,159548,19.8%
Sasaram,34,SC,Bihar [2000 Onwards],Meira Kumar,Indian National Congress,1402789,599031,42.7 %,42954,7.2%
Satara,45,GEN,Maharashtra,Bhonsle Shrimant Chh. Udyanraje Pratapsinhmaharaj,Nationalist Congress Party,1546146,816703,52.8 %,297515,36.4%
Satna,9,GEN,Madhya Pradesh [2000 Onwards],Ganesh Singh,Bharatiya Janta Party,1207500,659947,54.7 %,4418,0.7%
Secundrabad,8,GEN,Andhra Pradesh,Anjan Kumar Yadav M,Indian National Congress,1574818,865489,55.0 %,170167,19.7%
Shahdol,12,ST,Madhya Pradesh [2000 Onwards],Rajesh Nandini Singh,Indian National Congress,1272377,629477,49.5 %,13415,2.1%
Shahjahanpur,27,SC,Uttar Pradesh [2000 Onwards],Mithlesh,Samajwadi Party,1627964,792516,48.7 %,70579,8.9%
Sheohar,4,GEN,Bihar [2000 Onwards],Rama Devi,Bharatiya Janta Party,1269056,573012,45.2 %,125684,21.9%
Shillong,1,ST,Meghalaya,Vincent H Pala,Indian National Congress,771965,480424,62.2 %,107868,22.5%
Shimla,4,SC,Himachal Pradesh,Virender Kashyap,Bharatiya Janta Party,1106608,616777,55.7 %,27327,4.4%
Shimoga,14,GEN,Karnataka,B.Y. Raghavendra,Bharatiya Janta Party,1435908,954752,66.5 %,52893,5.5%
Shirdi,38,SC,Maharashtra,Wakchaure Bhausaheb Rajaram,Shiv Sena,1317890,663964,50.4 %,132751,20.0%
Shirur,36,GEN,Maharashtra,Adhalrao Shivaji Dattatray,Shiv Sena,1630466,839734,51.5 %,178611,21.3%
Shrawasti,58,GEN,Uttar Pradesh [2000 Onwards],Vinay Kumar Alias Vinnu,Indian National Congress,1405884,605386,43.1 %,42029,6.9%
Sidhi,11,GEN,Madhya Pradesh [2000 Onwards],Govind Prasad Mishra,Bharatiya Janta Party,1358291,675867,49.8 %,45740,6.8%
Sikar,5,GEN,Rajasthan,Mahadev Singh,Indian National Congress,1507740,725873,48.1 %,149426,20.6%
Sikkim,1,GEN,Sikkim,Prem Das Rai,Sikkim Democratic Front,300584,257159,85.6 %,84868,33.0%
Silchar,2,GEN,Assam,Kabindra Purkayastha,Bharatiya Janta Party,978510,688547,70.4 %,41470,6.0%
Singhbhum,10,ST,Jharkhand,Madhu Kora,Independent,957406,579926,60.6 %,89673,15.5%
Sirsa,3,SC,Haryana,Ashok Tanwar,Indian National Congress,1309507,981472,75.0 %,35499,3.6%
Sitamarhi,5,GEN,Bihar [2000 Onwards],Arjun Roy,Janata Dal (United),1355817,576772,42.5 %,110566,19.2%
Sitapur,30,GEN,Uttar Pradesh [2000 Onwards],Kaisar Jahan,Bahujan Samaj Party,1230078,704998,57.3 %,19632,2.8%
Sivaganga,31,GEN,Tamil Nadu,Chidambaram P,Indian National Congress,1092438,776037,71.0 %,3354,0.4%
Siwan,18,GEN,Bihar [2000 Onwards],Om Prakash Yadav,Independent,1282480,642234,50.1 %,63430,9.9%
Solapur,42,SC,Maharashtra,Shinde Sushilkumar Sambhajirao,Indian National Congress,1594138,743336,46.6 %,99632,13.4%
Sonipat,6,GEN,Haryana,Jitender Singh,Indian National Congress,1099978,712449,64.8 %,161284,22.6%
South Delhi,7,GEN,Delhi [1977 Onwards],Ramesh Kumar,Indian National Congress,1542412,731332,47.4 %,93219,12.7%
South Goa,2,GEN,Goa,Cosme Francisco Caitano Sardinha,Indian National Congress,533811,272223,51.0 %,12516,4.6%
Srerampur,27,GEN,West Bengal,Kalyan Banerjee,All India Trinamool Congress,1395570,1081979,77.5 %,137190,12.7%
Srikakulam,19,GEN,Andhra Pradesh,Killi Krupa Rani,Indian National Congress,1226125,921680,75.2 %,82987,9.0%
Srinagar,2,GEN,Jammu & Kashmir,Farooq Abdullah,Jammu & Kashmir National Conference,1106729,282769,25.6 %,30242,10.7%
Sriperumbudur,5,GEN,Tamil Nadu,Baalu T R,Dravida Munetra Kazhagam,1201237,794505,66.1 %,25036,3.2%
Sultanpur,38,GEN,Uttar Pradesh [2000 Onwards],Dr.Sanjay Singh,Indian National Congress,1430955,707853,49.5 %,98779,14.0%
Sundargarh,2,ST,Orissa,Hemanand Biswal,Indian National Congress,1248955,768000,61.5 %,11624,1.5%
Supaul,8,GEN,Bihar [2000 Onwards],Vishwa Mohan Kumar,Janata Dal (United),1279549,697682,54.5 %,166075,23.8%
Surat,24,GEN,Gujarat,Shrimati Darshana Vikram Jardosh,Bharatiya Janta Party,1420969,695809,49.0 %,74798,10.7%
Surendranagar,9,GEN,Gujarat,Koli Patel Somabhai Gandalal,Indian National Congress,1475820,586318,39.7 %,4831,0.8%
Tamluk,30,GEN,West Bengal,Adhikari Suvendu,All India Trinamool Congress,1271230,1148299,90.3 %,172958,15.1%
Tehri Garhwal,1,GEN,Uttarakhand,Vijay Bahuguna,Indian National Congress,1159691,585576,50.5 %,52939,9.0%
Tenkasi,37,SC,Tamil Nadu,Lingam P,Communist Party Of India,1063614,748010,70.3 %,34677,4.6%
Tezpur,9,GEN,Assam,Joseph Toppo,Asom Gana Parisad,1210132,843506,69.7 %,30153,3.6%
Thane,25,GEN,Maharashtra,Dr.Sanjeev Ganesh Naik,Nationalist Congress Party,1806803,749910,41.5 %,49020,6.5%
Thanjavur,30,GEN,Tamil Nadu,Palanimanickam.S.S,Dravida Munetra Kazhagam,1054118,808675,76.7 %,101787,12.6%
Theni,33,GEN,Tamil Nadu,Aaron Rashid.J.M,Indian National Congress,1074931,800576,74.5 %,6302,0.8%
Thiruvallur,1,SC,Tamil Nadu,Venugopal.P,All India Anna Dravida Munnetra Kazhagam,1204209,850021,70.6 %,31673,3.7%
Thiruvananthapuram,20,GEN,Kerala,Shashi Tharoor,Indian National Congress,1122047,740023,66.0 %,99998,13.5%
Thoothukkudi,36,GEN,Tamil Nadu,Jeyadurai.S.R,Dravida Munetra Kazhagam,949153,656365,69.2 %,76649,11.7%
Thrissur,10,GEN,Kerala,P C Chacko,Indian National Congress,1174161,817245,69.6 %,25151,3.1%
Tikamgarh,6,SC,Madhya Pradesh [2000 Onwards],Virendra Kumar,Bharatiya Janta Party,1209553,525441,43.4 %,41862,8.0%
Tiruchirappalli,24,GEN,Tamil Nadu,Kumar.P,All India Anna Dravida Munnetra Kazhagam,1067193,719031,67.4 %,4335,0.6%
Tirunelveli,38,GEN,Tamil Nadu,Ramasubbu S,Indian National Congress,1059687,701402,66.2 %,21303,3.0%
Tirupati,40,SC,Andhra Pradesh,Chinta Mohan,Indian National Congress,1464896,1064727,72.7 %,19276,1.8%
Tiruppur,18,GEN,Tamil Nadu,Sivasami C,All India Anna Dravida Munnetra Kazhagam,993758,742273,74.7 %,85346,11.5%
Tiruvannamalai,11,GEN,Tamil Nadu,Venugopal.D,Dravida Munetra Kazhagam,1052587,842279,80.0 %,148300,17.6%
Tonk-Sawai Madhopur,12,GEN,Rajasthan,Namo Narain,Indian National Congress,1510047,802459,53.1 %,317,0.0%
Tripura East,2,ST,Tripura,Baju Ban Riyan,Communist Party Of India (MARXIST),988466,824246,83.4 %,295581,35.9%
Tripura West,1,GEN,Tripura,Khagen Das,Communist Party Of India (MARXIST),1093799,941508,86.1 %,248549,26.4%
Tumkur,19,GEN,Karnataka,G.S. Basavaraj,Bharatiya Janta Party,1388773,899917,64.8 %,21445,2.4%
Tura,2,ST,Meghalaya,Agatha K. Sangma,Nationalist Congress Party,505774,342205,67.7 %,17945,5.2%
Udaipur,19,GEN,Rajasthan,Raghuvir Singh Meena,Indian National Congress,1564137,758687,48.5 %,164925,21.7%
Udhampur,5,GEN,Jammu & Kashmir,Ch. Lal Singh,Indian National Congress,1363060,611779,44.9 %,13394,2.2%
Udupi Chikmagalur,15,GEN,Karnataka,D.V.Sadananda Gowda,Bharatiya Janta Party,1224335,835648,68.3 %,27018,3.2%
Ujiarpur,22,GEN,Bihar [2000 Onwards],Aswamedh Devi,Janata Dal (United),1229327,564247,45.9 %,25312,4.5%
Ujjain,22,SC,Madhya Pradesh [2000 Onwards],Guddu Premchand,Indian National Congress,1253686,667635,53.3 %,15841,2.4%
Uluberia,26,GEN,West Bengal,Sultan Ahmed,All India Trinamool Congress,1251590,1009905,80.7 %,98936,9.8%
Unnao,33,GEN,Uttar Pradesh [2000 Onwards],Annutandon,Indian National Congress,1818980,904542,49.7 %,302092,33.4%
Uttara Kannada,12,GEN,Karnataka,Anantkumar Hegde,Bharatiya Janta Party,1286556,760547,59.1 %,22769,3.0%
Vadakara,3,GEN,Kerala,Mullappally Ramachandran,Indian National Congress,1071171,866349,80.9 %,56186,6.5%
Vadodara,20,GEN,Gujarat,Balkrishna Khanderao Shukla (Balu Shukla),Bharatiya Janta Party,1524060,747196,49.0 %,136028,18.2%
Vaishali,16,GEN,Bihar [2000 Onwards],Raghuvansh Prasad Singh,Rashtriya Janata Dal,1278891,624863,48.9 %,22308,3.6%
Valmiki Nagar,1,GEN,Bihar [2000 Onwards],Baidyanath Prasad Mahto,Janata Dal (United),1275653,598456,46.9 %,183675,30.7%
Valsad,26,ST,Gujarat,Kishanbhai Vestabhai Patel,Indian National Congress,1380245,774452,56.1 %,7169,0.9%
Varanasi,77,GEN,Uttar Pradesh [2000 Onwards],Dr. Murli Manohar Joshi,Bharatiya Janta Party,1561854,665719,42.6 %,17211,2.6%
Vellore,8,GEN,Tamil Nadu,Abdul Rahman,Dravida Munetra Kazhagam,1010067,723658,71.6 %,107393,14.8%
Vidisha,18,GEN,Madhya Pradesh [2000 Onwards],Sushma Swaraj,Bharatiya Janta Party,1233394,556170,45.1 %,389844,70.1%
Vijayawada,29,GEN,Andhra Pradesh,Lagadapati Raja Gopal,Indian National Congress,1402315,1092063,77.9 %,12712,1.2%
Viluppuram,13,SC,Tamil Nadu,Anandan M,All India Anna Dravida Munnetra Kazhagam,1068171,796914,74.6 %,2797,0.4%
Virudhunagar,34,GEN,Tamil Nadu,Manicka Tagore,Indian National Congress,992051,768609,77.5 %,15764,2.1%
Visakhapatnam,21,GEN,Andhra Pradesh,Daggubati Purandeswari,Indian National Congress,1387482,1013929,73.1 %,66686,6.6%
Vizianagaram,20,GEN,Andhra Pradesh,Jhansi Lakshmi Botcha,Indian National Congress,1323238,1024364,77.4 %,60571,5.9%
Warangal,15,SC,Andhra Pradesh,Rajaiah Siricilla,Indian National Congress,1486617,1031522,69.4 %,124661,12.1%
Wardha,8,GEN,Maharashtra,Datta Meghe,Indian National Congress,1408781,769846,54.7 %,95918,12.5%
Wayanad,4,GEN,Kerala,M.I. Shanavas,Indian National Congress,1102097,825047,74.9 %,153439,18.6%
West Delhi,6,GEN,Delhi [1977 Onwards],Mahabal Mishra,Indian National Congress,1687727,884241,52.4 %,129010,14.6%
Yavatmal-Washim,14,GEN,Maharashtra,Bhavana Gawali (Patil),Shiv Sena,1554042,840574,54.1 %,56951,6.8%
Zahirabad,5,GEN,Andhra Pradesh,Suresh Kumar Shetkar,Indian National Congress,1359566,1021137,75.1 %,17407,1.7%
